user_id,conversion_type,value,time_to_convert
6293,Signup,76.31,24
1402,Signup,45.04,161
9186,Signup,25.92,416
824,Purchase,93.79,957
8572,AddToCart,24.75,653
7670,Signup,91.25,830
5617,Signup,17.62,548
6876,Purchase,27.34,956
2586,AddToCart,74.6,721
9907,Purchase,26.46,1003
8033,Signup,15.41,611
4422,AddToCart,38.57,851
5841,Signup,92.19,157
3987,Signup,14.49,898
439,Signup,72.12,401
291,AddToCart,93.52,1004
798,AddToCart,59.2,738
5442,AddToCart,70.39,400
429,AddToCart,68.06,1333
9752,AddToCart,78.6,61
8574,AddToCart,60.84,578
4532,AddToCart,78.52,204
3454,Signup,94.72,1347
2957,AddToCart,86.1,100
7166,Signup,82.82,1342
2369,AddToCart,91.53,996
6942,AddToCart,52.71,641
5434,Purchase,28.87,1372
3610,Purchase,93.69,49
1434,AddToCart,83.36,598
2286,AddToCart,90.9,486
7284,AddToCart,25.06,1099
6602,AddToCart,32.62,86
1142,Purchase,38.67,1372
3768,AddToCart,11.63,905
3550,Purchase,56.02,392
626,AddToCart,57.87,806
7241,Signup,33.89,619
8426,Signup,56.75,890
3929,AddToCart,61.43,1114
2698,Signup,93.75,563
9638,AddToCart,47.53,1137
6580,Purchase,68.08,284
1994,Purchase,32.2,757
4686,AddToCart,55.05,670
8904,AddToCart,56.65,801
2073,AddToCart,75.15,922
6956,AddToCart,87.04,433
2400,AddToCart,21.77,1255
7183,Signup,84.23,556
877,Purchase,27.84,803
7594,AddToCart,96.16,27
4216,Signup,39.08,983
5646,Signup,54.79,195
120,Signup,54.12,339
13,Purchase,12.09,813
3874,Purchase,68.74,1368
9088,Purchase,98.71,707
2888,Signup,35.13,1429
8228,Signup,25.41,933
871,Purchase,67.4,933
9816,Purchase,86.93,234
6359,Purchase,92.51,1394
7692,Purchase,16.29,158
1739,Purchase,64.6,386
415,Purchase,73.88,540
2548,AddToCart,68.45,609
5110,Signup,52.56,58
2419,Purchase,12.14,133
8902,AddToCart,24.39,504
3497,AddToCart,91.86,1075
513,Purchase,19.59,381
4323,Purchase,63.71,475
4468,Signup,73.58,591
6550,Signup,10.94,603
1543,Purchase,95.68,49
4333,AddToCart,19.37,1408
5342,Purchase,70.47,624
8506,Signup,96.47,419
6052,Signup,58.61,677
2216,AddToCart,42.71,745
9113,Signup,40.23,617
6475,AddToCart,39.7,958
1608,Purchase,7.87,860
412,AddToCart,61.96,327
2422,AddToCart,60.39,157
6687,AddToCart,52.01,1014
7733,Signup,8.61,453
7578,Signup,97.8,1057
346,Purchase,91.13,593
339,Signup,40.87,838
1710,Signup,89.06,1334
9547,Purchase,32.23,211
3006,Signup,51.65,1234
3544,Purchase,53.41,621
3405,Signup,65.62,355
7067,Purchase,99.1,180
2926,Purchase,98.35,963
1720,AddToCart,84.87,247
6083,Signup,47.91,1179
1521,Signup,28.17,461
9839,Purchase,77.69,482
1694,AddToCart,8.33,618
6541,Signup,98.53,1034
6938,Purchase,64.4,355
6544,AddToCart,63.08,247
1890,Purchase,26.17,1208
6444,AddToCart,38.18,1178
8204,AddToCart,55.56,702
6031,Purchase,48.71,610
7191,Signup,64.11,1084
5641,Signup,88.05,428
730,Purchase,11.93,892
4389,Signup,80.73,692
8607,AddToCart,25.46,950
8266,Signup,31.83,1276
9405,AddToCart,62.76,1306
4415,Signup,43.89,677
93,AddToCart,54.58,796
6996,AddToCart,16.19,504
6167,Signup,27.91,1349
5938,Purchase,48.84,1419
428,Signup,64.12,1401
6841,Signup,38.07,767
4033,Purchase,39.28,172
9708,Signup,60.29,577
2308,AddToCart,29.15,796
5622,AddToCart,12.85,590
6393,Purchase,10.3,332
6313,AddToCart,11.26,1321
1555,Signup,26.33,765
7114,Purchase,72.04,451
9583,Purchase,21.07,1303
2467,Signup,47.52,1068
4609,Signup,22.27,426
4437,Signup,74.2,1054
2469,Signup,30.5,933
14,AddToCart,44.87,1280
3099,Signup,42.36,1007
4385,AddToCart,17.88,203
7388,AddToCart,28.85,772
3712,AddToCart,9.71,285
4939,Signup,41.41,1404
693,AddToCart,61.18,455
7814,Purchase,91.94,560
1900,Purchase,48.32,689
4945,Purchase,44.97,1208
2003,Signup,21.23,896
7387,Purchase,47.88,749
1678,Purchase,39.95,786
1435,Signup,79.46,60
4630,Purchase,97.57,754
1273,AddToCart,81.11,1275
641,Signup,67.57,982
671,Purchase,17.22,1323
441,AddToCart,81.76,1352
1019,Purchase,99.21,969
4242,Purchase,26.49,933
2998,Purchase,54.41,1289
2667,Signup,39.11,1106
1441,Purchase,38.72,1007
4422,Purchase,48.64,512
790,Purchase,8.92,25
3477,AddToCart,93.12,478
8812,Signup,36.85,75
6802,AddToCart,39.84,695
3843,AddToCart,54.68,497
7970,Signup,85.51,1173
5074,Signup,5.73,479
5861,Signup,60.67,1028
6439,AddToCart,92.14,454
8832,AddToCart,53.3,439
7983,Purchase,7.43,1239
7769,Signup,47.47,700
5308,AddToCart,71.74,705
3807,AddToCart,91.7,709
5317,Purchase,92.07,1010
9666,Signup,74.63,797
3061,AddToCart,37.7,269
1511,AddToCart,79.36,1091
944,Signup,74.25,658
8112,Purchase,62.1,308
8647,Purchase,26.61,36
6807,Signup,41.7,1291
5773,Purchase,95.05,130
7607,Signup,61.2,1001
6348,AddToCart,63.45,1255
2884,Purchase,65.54,184
1856,Purchase,43.7,46
106,Signup,38.7,481
1745,Signup,38.03,1187
1260,Purchase,84.09,256
6788,Purchase,7.01,38
519,AddToCart,19.97,531
3348,AddToCart,11.09,454
4083,Signup,82.62,729
1188,AddToCart,38.56,976
4034,Signup,69.05,651
6980,AddToCart,52.22,1256
7986,Purchase,95.96,255
5096,AddToCart,23.16,1334
5188,Purchase,53.98,34
9038,Signup,24.34,607
8594,AddToCart,67.08,1073
6514,Signup,72.29,88
6124,Signup,75.77,735
6309,Purchase,15.25,526
1601,AddToCart,50.77,635
3691,Purchase,66.04,1073
4168,Signup,49.56,895
4364,Signup,81.59,20
237,Signup,68.83,531
8041,AddToCart,79.65,1387
3830,AddToCart,90.27,1152
9449,AddToCart,35.77,339
7564,AddToCart,76.42,693
6091,Purchase,77.92,509
1552,AddToCart,39.83,324
4735,Purchase,33.88,601
1212,Purchase,19.92,32
9148,AddToCart,12.01,104
1330,Purchase,41.83,1387
7308,Signup,38.85,1180
8921,Purchase,95.01,1158
9247,AddToCart,10.67,664
417,AddToCart,23.78,1240
5054,Signup,71.62,1133
2666,AddToCart,12.55,986
3615,AddToCart,50.57,766
4779,Signup,52.23,385
7725,AddToCart,54.57,389
1061,Signup,30.61,580
626,Signup,12.79,1264
942,AddToCart,11.71,825
6917,AddToCart,20.44,1358
5233,Purchase,83.85,86
1571,AddToCart,9.96,253
719,AddToCart,67.74,979
2530,AddToCart,6.62,507
8267,Signup,66.67,289
6116,Signup,67.27,630
4473,Signup,55.87,930
3180,AddToCart,96.84,1317
6969,Purchase,43.56,1070
5198,Purchase,13.84,1323
4330,AddToCart,44.22,346
816,Purchase,27.84,1055
6860,Signup,64.6,478
6145,Signup,46.23,1207
8888,AddToCart,50.7,1279
9669,Signup,30.94,354
6813,Purchase,56.02,747
3388,Purchase,68.44,916
1619,AddToCart,27.24,845
4146,Purchase,7.8,951
6947,AddToCart,32.34,45
8110,AddToCart,31.74,864
6436,Signup,46.86,367
3742,AddToCart,62.89,1124
8797,AddToCart,73.21,379
3781,Signup,10.43,148
8563,Purchase,55.94,767
3054,Signup,66.91,686
9602,AddToCart,16.45,1061
5055,Signup,74.06,1093
2988,Purchase,7.51,277
5428,AddToCart,14.95,355
1499,Purchase,86.77,297
35,AddToCart,47.6,214
8937,Purchase,17.68,1151
4057,Purchase,26.57,330
6657,Purchase,76.17,187
2092,AddToCart,9.41,759
1227,Purchase,78.98,296
919,AddToCart,43.45,996
4568,AddToCart,28.81,738
2122,Signup,97.69,1155
8913,AddToCart,89.03,657
9964,AddToCart,99.67,960
7883,Signup,33.0,1006
3174,Purchase,74.9,283
8523,Purchase,40.92,932
3278,Purchase,62.98,844
5556,Signup,67.37,528
6112,Purchase,43.44,1313
601,Signup,70.62,374
1674,Signup,49.98,733
4056,AddToCart,43.0,513
6344,Signup,98.12,1406
7009,Signup,15.86,1048
2212,AddToCart,86.96,539
7456,Signup,39.4,1118
4867,Purchase,72.36,245
1320,Purchase,70.56,622
9605,Signup,6.72,241
7986,AddToCart,55.92,491
9461,AddToCart,89.27,421
9321,Purchase,26.32,659
4511,Signup,86.79,820
2806,AddToCart,35.56,895
8630,Purchase,42.14,1206
9465,AddToCart,23.09,215
2404,AddToCart,41.38,837
1376,Purchase,18.4,507
7053,Signup,68.12,379
8600,AddToCart,21.88,849
5802,Purchase,88.21,12
5202,Signup,35.12,284
4524,Purchase,16.03,400
5283,Purchase,41.42,241
915,AddToCart,87.47,239
3337,Signup,43.36,1317
1211,Signup,39.62,395
9822,AddToCart,90.34,268
5342,Signup,48.68,1018
4215,Purchase,94.53,915
118,AddToCart,34.67,101
1266,Purchase,5.36,1041
3536,Purchase,74.78,613
4479,Signup,47.21,1200
4566,AddToCart,61.95,189
2938,AddToCart,63.73,259
6715,Signup,99.31,1184
4044,AddToCart,94.66,988
4533,Purchase,99.92,1113
3598,Signup,53.86,637
1565,AddToCart,35.99,213
6655,AddToCart,71.55,816
282,Purchase,38.26,577
2467,Signup,7.85,223
684,AddToCart,21.21,1238
6137,Purchase,19.06,589
563,Signup,94.68,880
4241,Purchase,95.86,486
2533,Signup,25.67,733
7775,Purchase,33.41,97
7580,Signup,64.15,156
9834,Purchase,25.69,1434
384,AddToCart,70.46,522
6684,Purchase,86.04,96
1266,Signup,63.15,254
4224,AddToCart,65.65,662
2838,AddToCart,23.1,1270
6009,Purchase,34.81,830
7164,AddToCart,33.93,49
1575,AddToCart,51.79,1361
2964,Signup,52.95,185
89,AddToCart,29.9,1048
9666,AddToCart,90.67,978
9162,AddToCart,90.71,225
4469,AddToCart,68.5,837
8145,Purchase,28.76,1114
8000,AddToCart,26.92,789
2406,Purchase,32.98,156
8205,Signup,13.39,828
4176,Purchase,37.97,893
6356,Purchase,13.81,342
6082,Purchase,49.23,686
5651,Purchase,68.39,963
1411,Signup,41.41,518
6312,Signup,82.64,1237
4455,AddToCart,35.93,179
7549,AddToCart,69.51,1080
938,Signup,67.82,8
8247,AddToCart,80.96,1272
7622,Purchase,31.38,63
1756,Signup,51.77,781
6455,Signup,57.0,1398
4998,AddToCart,56.59,879
8680,AddToCart,37.21,1401
3346,Signup,73.64,830
5814,Signup,89.49,1307
6134,Signup,22.11,234
7014,Signup,29.24,941
6929,Purchase,62.41,67
4230,Signup,87.07,1246
463,Purchase,96.06,755
5875,AddToCart,31.09,549
6619,AddToCart,57.08,298
7852,Purchase,81.48,1289
1827,AddToCart,60.92,307
1792,Signup,69.66,156
9285,AddToCart,71.2,1136
5675,Signup,67.35,563
8795,AddToCart,79.33,667
8832,Purchase,11.3,188
1440,Purchase,89.67,256
9167,Purchase,42.96,228
3284,AddToCart,57.93,685
4492,Purchase,95.41,1289
4332,Purchase,78.75,557
4348,Signup,30.16,441
8882,Purchase,50.57,345
8399,Purchase,42.04,230
8815,AddToCart,60.43,237
4569,Purchase,27.41,1241
6596,AddToCart,76.1,791
803,Signup,95.06,946
1985,Purchase,10.57,807
6807,Purchase,46.63,879
2239,Purchase,82.15,355
3832,Purchase,25.29,647
2485,Signup,34.66,1259
2203,AddToCart,62.82,1388
6545,Purchase,75.68,412
6587,Purchase,26.32,592
4850,Purchase,55.06,446
4580,Purchase,67.59,949
9427,Purchase,33.72,404
7926,Purchase,62.03,1035
9297,AddToCart,64.35,504
8798,AddToCart,28.54,520
9234,Signup,7.74,1179
9360,Signup,70.56,913
6838,Signup,12.95,1049
1506,AddToCart,7.62,744
2731,AddToCart,50.81,1013
1975,AddToCart,82.99,1104
9615,Purchase,92.5,264
5863,Purchase,38.18,452
8276,Signup,69.14,858
2739,AddToCart,91.46,670
2381,Signup,24.18,85
7793,Purchase,47.25,707
3601,Signup,54.14,838
9935,Signup,45.77,859
5488,AddToCart,87.83,620
8739,Signup,60.84,1424
5237,Signup,70.04,836
6956,Signup,73.74,166
1612,Signup,11.69,659
7325,AddToCart,63.34,628
8283,Purchase,13.74,502
7387,Signup,92.79,1407
7920,Purchase,88.74,429
3866,Purchase,19.33,795
7421,Purchase,67.22,192
4206,Signup,18.02,1149
3386,Signup,74.25,1375
4109,AddToCart,52.01,447
2640,AddToCart,57.22,1218
5666,Purchase,61.71,1373
8742,Purchase,64.08,262
6011,AddToCart,31.83,1411
6393,Purchase,7.04,447
739,Purchase,41.2,20
2815,Purchase,81.65,846
7465,Signup,25.88,136
5427,AddToCart,93.31,1130
420,Signup,89.16,565
9466,Purchase,44.19,1352
7588,Signup,89.45,476
2935,Signup,27.36,973
8151,Purchase,84.52,1268
5941,Purchase,73.51,630
1194,Signup,15.39,8
9393,Signup,47.48,1008
8752,Signup,84.5,1413
8945,Signup,76.0,105
2627,AddToCart,70.86,286
9269,AddToCart,76.03,1148
9603,Purchase,35.12,37
9464,AddToCart,49.6,1322
4891,Purchase,57.84,1334
5580,Signup,25.83,1089
9676,Purchase,28.92,660
7328,Purchase,58.62,13
8127,Signup,89.95,132
5211,Signup,48.48,908
3740,Purchase,27.29,656
1010,AddToCart,68.74,51
2537,AddToCart,72.39,69
4324,Signup,92.07,492
9485,Signup,55.74,1213
3355,Signup,88.13,1156
1902,AddToCart,60.44,66
4910,Purchase,43.86,902
8849,Signup,17.35,837
7333,AddToCart,29.24,434
8891,AddToCart,48.3,661
9763,Purchase,50.79,523
2419,Purchase,52.31,466
7252,Purchase,81.03,899
2161,AddToCart,79.94,1393
5903,Signup,86.87,1353
9956,AddToCart,64.52,601
3001,Signup,70.73,1044
4939,Purchase,11.5,1245
5407,AddToCart,20.66,730
480,AddToCart,58.57,275
4521,AddToCart,17.3,645
462,AddToCart,15.59,1025
156,AddToCart,80.19,764
7996,Signup,53.54,575
3125,AddToCart,14.59,601
3943,AddToCart,30.09,1142
6267,Purchase,79.8,421
5693,Signup,98.07,1405
5865,Purchase,88.86,802
1903,AddToCart,54.41,126
1908,AddToCart,91.46,1003
4839,AddToCart,91.01,443
3522,Purchase,50.39,804
3402,Purchase,46.93,744
8917,Purchase,50.85,1264
8139,Signup,80.88,721
2546,AddToCart,20.42,45
4457,Purchase,18.49,441
5633,AddToCart,77.25,984
2736,Signup,61.3,544
9541,AddToCart,23.48,668
1007,Signup,92.54,83
8467,Signup,32.31,1026
2683,AddToCart,53.3,1009
794,Signup,11.33,863
3445,Purchase,35.86,835
9301,Purchase,28.16,690
4118,Signup,48.58,201
8579,AddToCart,62.04,1307
8065,Purchase,46.63,597
3039,Signup,5.33,128
5164,AddToCart,13.49,930
722,Purchase,87.31,1290
5721,Signup,56.52,14
6358,AddToCart,48.2,1382
4590,Signup,37.07,912
8094,Signup,89.92,393
3862,Purchase,87.94,538
9174,AddToCart,93.5,805
9111,Signup,63.17,166
3874,AddToCart,32.75,1426
9462,AddToCart,10.69,1323
1701,AddToCart,81.77,874
4718,AddToCart,21.59,52
7676,Purchase,16.91,992
4153,Signup,46.09,368
4312,AddToCart,41.55,310
7758,AddToCart,12.08,1106
4527,AddToCart,48.56,347
4844,Signup,47.1,382
9559,Purchase,24.88,1323
7979,Signup,81.68,320
5360,AddToCart,36.01,311
3104,Signup,52.4,1263
8190,AddToCart,90.79,23
1580,Purchase,91.39,260
7969,AddToCart,61.25,1222
5514,AddToCart,18.7,107
3358,AddToCart,7.22,314
5761,Signup,68.89,70
9359,Purchase,7.72,63
1147,Signup,35.64,927
6514,AddToCart,13.73,1164
3623,AddToCart,54.05,151
1110,Purchase,43.47,1236
2993,AddToCart,36.57,559
1630,AddToCart,41.56,1009
9308,Purchase,12.88,518
4608,Purchase,43.77,906
9804,Purchase,36.21,1312
6491,Purchase,89.69,1147
2960,AddToCart,43.39,1336
5304,Purchase,63.83,116
3376,AddToCart,33.53,1152
1708,AddToCart,81.92,930
2709,Signup,20.1,290
4492,Signup,24.57,176
218,AddToCart,57.25,1238
3799,Signup,5.59,557
8489,Purchase,32.95,339
5775,Purchase,79.32,1068
5670,AddToCart,53.78,261
861,AddToCart,44.68,546
6297,AddToCart,17.82,717
265,AddToCart,9.53,101
5602,Signup,12.92,1294
3306,Purchase,40.99,345
4583,Signup,76.53,571
770,Purchase,98.08,1416
7584,Purchase,29.74,1375
265,Purchase,57.19,632
2536,AddToCart,5.91,983
2675,Signup,93.9,1092
1232,Signup,40.06,255
9817,Purchase,44.32,1202
4334,Signup,24.46,1131
679,Signup,37.96,1234
1973,Signup,25.93,95
1712,Signup,8.96,253
6209,AddToCart,85.45,556
5865,Purchase,90.67,1377
7084,Signup,92.25,1149
6225,Signup,57.75,936
7347,Purchase,55.08,1144
6479,AddToCart,97.99,811
4046,Signup,94.66,728
5234,Purchase,79.31,1203
2765,Purchase,91.33,758
9957,Purchase,46.35,841
2228,AddToCart,60.68,1063
817,Purchase,21.66,701
4079,Signup,36.3,1373
5973,Signup,69.75,1257
4945,Purchase,83.31,1030
9390,AddToCart,95.24,1012
4416,AddToCart,79.87,150
1062,Purchase,44.69,621
6886,AddToCart,29.86,1426
3859,AddToCart,46.83,351
961,AddToCart,53.93,113
2831,AddToCart,6.41,762
4063,Purchase,36.58,948
9260,Purchase,20.89,397
5901,Signup,5.55,929
8443,AddToCart,12.05,754
1169,Signup,98.22,1229
1115,AddToCart,98.38,1239
4627,AddToCart,14.35,920
4108,Signup,12.52,294
5912,Purchase,64.27,605
6346,Purchase,62.99,505
6430,AddToCart,75.03,1028
9380,AddToCart,96.1,993
5507,Signup,42.96,978
2485,Purchase,46.05,262
9035,Signup,31.45,120
7685,Signup,13.17,234
4925,Signup,22.75,252
6670,AddToCart,45.28,56
6247,Purchase,13.44,521
6229,AddToCart,6.33,365
5047,Signup,20.51,693
4718,Signup,12.87,968
9736,Signup,43.56,287
5954,AddToCart,18.72,327
1944,Purchase,34.03,421
378,AddToCart,15.72,1051
1933,Purchase,48.73,185
4221,AddToCart,46.41,1330
2944,Purchase,92.41,1070
5086,Signup,32.56,100
9648,Purchase,91.29,710
2577,AddToCart,23.43,52
3826,AddToCart,74.57,1196
2837,Signup,56.56,947
3711,Signup,59.42,1092
3395,Signup,21.62,1289
3618,Signup,22.71,1274
3689,AddToCart,11.12,225
2624,Purchase,54.0,461
6088,Signup,20.65,631
8665,AddToCart,61.73,1354
4139,AddToCart,61.19,1207
5020,Purchase,56.22,581
1900,Purchase,73.51,796
7106,Purchase,25.39,1150
6769,Purchase,44.32,1008
969,AddToCart,64.36,863
705,AddToCart,35.48,1160
1403,Signup,8.32,1014
398,Purchase,11.42,433
1835,AddToCart,56.47,1353
2568,Purchase,43.04,1396
1312,Purchase,57.85,1220
5872,AddToCart,95.23,317
1054,AddToCart,96.04,443
6369,AddToCart,83.93,1396
140,AddToCart,45.9,761
8192,AddToCart,6.44,828
3992,Signup,7.6,106
183,Signup,93.88,94
8711,Signup,34.12,1079
3441,Signup,35.76,311
6323,Purchase,35.36,818
8193,AddToCart,92.06,1317
5218,Purchase,30.67,426
6982,Signup,50.03,724
7723,Purchase,64.48,984
1706,Signup,49.15,1064
4130,Purchase,30.99,366
5186,AddToCart,28.12,1027
3713,Signup,6.91,994
1368,Signup,78.95,958
2504,Signup,77.97,124
7590,AddToCart,69.49,1096
3776,AddToCart,39.05,1011
2647,Signup,85.32,707
2308,AddToCart,6.63,1393
4861,Purchase,99.92,1188
5133,Purchase,35.35,932
1781,Signup,85.05,1021
209,Signup,83.7,4
2638,Purchase,17.54,492
4116,Signup,95.97,1353
7865,AddToCart,19.47,443
1003,Signup,21.37,233
594,AddToCart,75.42,410
9723,AddToCart,22.45,1220
5420,Signup,19.62,219
5101,AddToCart,85.14,1114
2396,Signup,46.79,818
7622,AddToCart,75.55,299
5106,Signup,11.69,16
3630,Purchase,99.54,152
5543,Purchase,49.35,993
3179,Purchase,11.09,928
9091,Signup,86.67,1315
8373,Signup,89.28,96
5498,Purchase,95.78,1292
4921,Signup,60.3,136
5824,Purchase,47.48,211
9810,Purchase,52.33,246
6452,AddToCart,18.4,1041
6638,Purchase,12.84,340
6999,AddToCart,65.23,1195
8818,Signup,19.49,1374
1122,AddToCart,74.48,1252
1003,Purchase,43.48,717
8904,Signup,16.45,307
8875,AddToCart,79.02,982
9201,Purchase,17.6,1355
8426,Purchase,72.64,927
264,Purchase,56.76,576
2341,Signup,30.82,572
4076,AddToCart,36.44,455
4661,Signup,49.73,613
9596,AddToCart,47.11,941
4586,Signup,94.74,1026
9313,Purchase,26.19,1344
2105,Purchase,34.83,1371
9776,AddToCart,14.21,873
8637,Signup,19.33,697
404,Purchase,45.51,785
9524,AddToCart,23.11,11
3720,Signup,48.73,872
5437,AddToCart,32.14,1358
7742,AddToCart,74.18,846
9406,Signup,88.43,1154
8023,Signup,59.21,9
4506,Signup,47.64,439
8380,AddToCart,93.2,1338
8484,AddToCart,93.28,606
2243,AddToCart,9.67,1433
8524,AddToCart,28.08,1012
6050,Signup,67.25,368
7668,Purchase,82.71,1082
9814,Signup,94.86,239
319,AddToCart,79.43,468
7910,Signup,77.66,859
7279,AddToCart,56.27,133
8579,AddToCart,41.14,1244
3865,AddToCart,27.12,314
4108,Purchase,97.11,158
3381,AddToCart,87.45,305
89,Signup,21.34,776
2614,Signup,6.51,155
1060,Purchase,75.73,962
1944,Purchase,49.35,819
7932,Purchase,48.03,1253
6059,Signup,74.37,705
4496,Signup,95.36,23
7014,Purchase,39.69,254
532,AddToCart,23.73,138
902,AddToCart,7.54,799
2928,Signup,45.98,283
1485,AddToCart,32.25,815
4109,AddToCart,98.8,806
6049,Purchase,58.54,684
8625,AddToCart,90.92,43
5166,Purchase,29.92,1016
8066,Signup,93.24,334
506,AddToCart,57.63,885
5881,Signup,14.0,1116
7590,Signup,22.07,161
7902,AddToCart,6.66,271
6166,Signup,9.6,836
832,Signup,58.95,1181
4814,Signup,81.3,106
6577,AddToCart,96.91,40
8355,Signup,81.91,1137
5701,AddToCart,61.75,1412
7694,Purchase,29.82,1391
1822,Signup,49.72,834
1913,Signup,79.44,1066
4717,Signup,43.99,1434
7462,Purchase,32.77,991
7980,AddToCart,26.33,299
2182,Purchase,58.95,214
5649,AddToCart,94.42,162
764,AddToCart,9.36,911
2609,AddToCart,53.69,524
1446,AddToCart,76.43,1231
8870,AddToCart,28.23,669
3708,Purchase,60.95,1268
6852,Signup,26.11,1184
461,AddToCart,75.29,852
7183,AddToCart,89.67,1231
8164,Purchase,53.53,85
3892,Signup,93.74,530
8520,Signup,68.04,1359
4441,Purchase,52.96,1303
732,Signup,34.8,301
1756,Signup,68.33,273
206,Purchase,22.39,248
7483,AddToCart,40.34,1287
389,Signup,93.23,519
391,AddToCart,75.37,806
3362,AddToCart,87.27,946
6528,Signup,8.07,1249
3256,Signup,46.33,1305
895,Purchase,33.86,1412
3078,Purchase,27.92,1007
7659,Signup,65.61,289
571,Purchase,9.49,158
1991,AddToCart,86.24,1427
4585,Purchase,27.1,250
3032,AddToCart,46.49,1378
7363,Signup,41.17,340
3846,Purchase,80.08,3
5092,AddToCart,13.61,1317
168,Signup,83.81,349
2252,Signup,98.44,482
8955,Signup,44.55,758
9154,Signup,83.24,1012
9999,AddToCart,26.16,831
4738,Purchase,81.28,1280
6476,Signup,90.39,370
5435,AddToCart,71.21,286
8444,Purchase,98.08,497
5779,Signup,16.72,435
5641,AddToCart,49.2,52
2482,Purchase,68.28,1063
6868,Signup,68.49,607
7597,Signup,50.58,580
6894,AddToCart,60.62,748
3797,Signup,82.51,343
6880,AddToCart,76.49,871
6794,AddToCart,24.26,47
3566,Signup,75.48,170
4104,AddToCart,30.31,206
7634,Purchase,41.6,151
477,Purchase,76.52,1222
2119,Signup,89.54,346
9757,AddToCart,64.68,514
6504,Signup,40.76,928
3076,AddToCart,12.16,550
2864,Signup,92.59,1411
6904,AddToCart,23.03,956
2762,Purchase,19.18,662
8092,AddToCart,35.39,1129
4364,AddToCart,69.11,126
7192,Signup,63.13,315
8859,AddToCart,20.09,1290
1320,Purchase,71.25,653
2626,Purchase,33.38,833
9147,Signup,63.91,1402
8143,Signup,73.74,254
5778,Signup,32.91,196
7855,Signup,73.33,167
1296,Purchase,71.19,719
487,AddToCart,49.2,1241
9297,AddToCart,40.21,1237
1505,Purchase,78.74,1057
6917,AddToCart,61.19,1246
6974,Purchase,92.87,792
7693,Purchase,78.97,415
396,AddToCart,23.01,693
9616,Signup,32.32,126
3331,Purchase,27.57,829
3838,AddToCart,16.96,902
9843,AddToCart,11.96,54
1824,AddToCart,65.14,1433
4464,AddToCart,56.23,153
9016,Signup,58.65,775
2281,AddToCart,10.19,1118
3925,Signup,88.5,774
6960,Purchase,21.44,573
5668,Purchase,14.11,403
7524,Purchase,96.69,1426
283,Purchase,35.62,1416
1487,Signup,56.34,25
6966,Signup,94.21,838
8012,Purchase,87.55,549
2442,AddToCart,99.58,793
5055,Signup,60.72,640
59,Signup,5.95,1142
7743,Signup,91.36,288
2553,Purchase,16.75,626
5314,Signup,68.45,553
604,AddToCart,42.03,590
4126,Purchase,47.53,721
8639,AddToCart,58.8,244
6909,Signup,37.43,1016
7195,Signup,16.26,432
7243,Purchase,8.45,1044
1836,Purchase,68.37,782
400,Purchase,45.24,262
5775,Signup,98.03,1223
6511,AddToCart,11.08,153
2521,Signup,66.74,1363
6764,Purchase,75.48,990
9271,AddToCart,90.02,817
8775,Purchase,55.79,1230
4847,AddToCart,42.29,1354
3138,Signup,85.71,348
712,Signup,24.34,1019
6289,Signup,76.8,322
8071,AddToCart,94.12,329
7869,Signup,99.83,1253
2381,Purchase,26.36,608
3742,AddToCart,21.99,664
714,AddToCart,84.05,959
3118,Purchase,68.85,943
3714,Purchase,99.96,1179
5926,Purchase,5.11,1037
2499,AddToCart,46.56,833
3939,Purchase,85.3,502
1148,Signup,54.35,22
6449,AddToCart,19.29,571
8694,Signup,62.17,541
9490,AddToCart,40.76,401
7286,Purchase,19.86,310
8743,Signup,9.39,960
7969,Signup,7.01,224
1449,AddToCart,33.88,1307
345,Purchase,42.39,1267
6213,Purchase,86.53,872
3332,AddToCart,71.26,872
9808,AddToCart,36.33,1419
7723,Purchase,11.58,452
9323,AddToCart,11.54,639
6043,AddToCart,78.12,182
8740,Purchase,91.71,758
494,AddToCart,36.04,412
1180,AddToCart,71.17,1090
2944,Signup,40.37,491
7992,Purchase,22.13,1294
3359,Purchase,12.33,693
4022,Purchase,56.24,1394
9275,AddToCart,44.91,636
1403,Purchase,96.06,773
5295,AddToCart,88.73,722
7874,AddToCart,78.18,786
4106,AddToCart,88.69,483
8298,Purchase,16.17,520
5970,Purchase,14.38,503
9147,Signup,59.93,944
7265,AddToCart,85.89,952
3072,Purchase,97.58,348
1382,AddToCart,90.31,962
575,Purchase,42.03,277
6740,AddToCart,70.24,1353
1851,Signup,73.21,760
981,AddToCart,79.9,694
2595,Signup,80.97,183
3191,Purchase,26.43,866
8990,AddToCart,54.9,408
113,AddToCart,49.98,872
4006,Signup,59.39,1137
3374,Signup,76.28,1267
5612,Purchase,16.32,1057
8818,AddToCart,10.23,1242
3098,AddToCart,17.94,129
3094,AddToCart,13.91,1330
3510,Purchase,51.6,407
2,Purchase,33.83,469
1614,Signup,68.3,293
1781,AddToCart,11.63,540
7823,AddToCart,8.6,1257
3586,AddToCart,67.27,80
2536,AddToCart,38.02,292
3518,Signup,23.2,927
8794,Signup,62.16,934
6578,AddToCart,89.32,1162
1787,Signup,11.33,69
5371,Purchase,22.32,585
1308,Signup,57.95,129
5562,Signup,91.83,1091
6167,Signup,63.9,1146
259,AddToCart,50.21,794
1445,AddToCart,62.94,660
7623,Purchase,51.23,424
