user_id,age_group,region,device_type
2195,45-54,APAC,Tablet
2196,45-54,APAC,Desktop
2197,25-34,EMEA,Tablet
2198,55+,APAC,Tablet
2199,45-54,EMEA,Mobile
2200,55+,APAC,Mobile
2201,35-44,APAC,Desktop
2202,35-44,Americas,Mobile
2203,45-54,EMEA,Mobile
2204,55+,APAC,Mobile
2205,55+,EMEA,Tablet
2206,55+,Americas,Mobile
2207,25-34,EMEA,Mobile
2208,35-44,Americas,Mobile
2209,55+,EMEA,Tablet
2210,55+,EMEA,Desktop
2211,25-34,Americas,Tablet
2212,25-34,APAC,Tablet
2213,55+,APAC,Mobile
2214,18-24,APAC,Desktop
2215,55+,EMEA,Mobile
2216,55+,EMEA,Mobile
2217,25-34,APAC,Desktop
2218,25-34,EMEA,Desktop
2219,55+,EMEA,Tablet
2220,55+,APAC,Desktop
2221,55+,Americas,Tablet
2222,25-34,EMEA,Tablet
2223,55+,EMEA,Mobile
2224,55+,EMEA,Mobile
2225,45-54,EMEA,Mobile
2226,18-24,Americas,Desktop
2227,35-44,APAC,Desktop
2228,18-24,EMEA,Tablet
2229,45-54,APAC,Tablet
2230,35-44,EMEA,Tablet
2231,55+,Americas,Desktop
2232,45-54,APAC,Tablet
2233,55+,Americas,Tablet
2234,25-34,EMEA,Desktop
2235,45-54,Americas,Mobile
2236,25-34,Americas,Desktop
2237,45-54,EMEA,Tablet
2238,45-54,EMEA,Mobile
2239,25-34,APAC,Desktop
2240,35-44,EMEA,Mobile
2241,18-24,APAC,Mobile
2242,55+,Americas,Tablet
2243,45-54,Americas,Desktop
2244,55+,APAC,Tablet
2245,25-34,EMEA,Desktop
2246,55+,EMEA,Desktop
2247,25-34,Americas,Desktop
2248,55+,APAC,Mobile
2249,18-24,Americas,Mobile
2250,18-24,Americas,Tablet
2251,18-24,EMEA,Desktop
2252,18-24,APAC,Desktop
2253,18-24,Americas,Mobile
2254,18-24,EMEA,Desktop
2255,25-34,Americas,Tablet
2256,45-54,Americas,Desktop
2257,55+,EMEA,Desktop
2258,18-24,EMEA,Mobile
2259,25-34,APAC,Desktop
2260,25-34,Americas,Tablet
2261,25-34,APAC,Tablet
2262,45-54,EMEA,Tablet
2263,55+,EMEA,Tablet
2264,45-54,Americas,Mobile
2265,35-44,APAC,Desktop
2266,25-34,APAC,Mobile
2267,35-44,Americas,Tablet
2268,18-24,Americas,Desktop
2269,18-24,APAC,Mobile
2270,45-54,EMEA,Desktop
2271,55+,EMEA,Tablet
2272,35-44,Americas,Tablet
2273,55+,APAC,Desktop
2274,45-54,APAC,Desktop
2275,18-24,APAC,Tablet
2276,55+,EMEA,Mobile
2277,55+,EMEA,Tablet
2278,18-24,APAC,Desktop
2279,35-44,APAC,Mobile
2280,18-24,Americas,Tablet
2281,55+,Americas,Desktop
2282,35-44,APAC,Desktop
2283,35-44,APAC,Desktop
2284,18-24,EMEA,Mobile
2285,55+,APAC,Mobile
2286,45-54,Americas,Mobile
2287,55+,EMEA,Mobile
2288,25-34,Americas,Desktop
2289,45-54,Americas,Desktop
2290,35-44,EMEA,Mobile
2291,45-54,Americas,Mobile
2292,35-44,APAC,Desktop
2293,35-44,Americas,Tablet
2294,45-54,EMEA,Tablet
2295,35-44,EMEA,Desktop
2296,35-44,EMEA,Mobile
2297,25-34,Americas,Mobile
2298,55+,APAC,Desktop
2299,55+,EMEA,Tablet
2300,25-34,APAC,Desktop
2301,45-54,EMEA,Desktop
2302,18-24,APAC,Desktop
2303,18-24,APAC,Mobile
2304,18-24,APAC,Mobile
2305,25-34,EMEA,Mobile
2306,25-34,Americas,Tablet
2307,35-44,Americas,Desktop
2308,18-24,Americas,Desktop
2309,45-54,APAC,Tablet
2310,45-54,EMEA,Mobile
2311,18-24,APAC,Desktop
2312,18-24,EMEA,Tablet
2313,18-24,APAC,Mobile
2314,25-34,EMEA,Mobile
2315,25-34,EMEA,Desktop
2316,25-34,EMEA,Mobile
2317,55+,APAC,Tablet
2318,45-54,Americas,Mobile
2319,45-54,APAC,Desktop
2320,35-44,APAC,Tablet
2321,25-34,EMEA,Mobile
2322,55+,EMEA,Mobile
2323,55+,Americas,Mobile
2324,45-54,Americas,Tablet
2325,25-34,EMEA,Mobile
2326,35-44,Americas,Desktop
2327,25-34,Americas,Tablet
2328,18-24,EMEA,Tablet
2329,25-34,APAC,Mobile
2330,18-24,Americas,Tablet
2331,18-24,EMEA,Desktop
2332,35-44,Americas,Tablet
2333,45-54,Americas,Desktop
2334,25-34,EMEA,Mobile
2335,18-24,Americas,Tablet
2336,25-34,Americas,Desktop
2337,45-54,Americas,Mobile
2338,45-54,APAC,Desktop
2339,55+,APAC,Tablet
2340,45-54,Americas,Tablet
2341,35-44,EMEA,Desktop
2342,18-24,Americas,Mobile
2343,55+,Americas,Mobile
2344,35-44,APAC,Mobile
2345,25-34,APAC,Mobile
2346,18-24,APAC,Desktop
2347,45-54,Americas,Tablet
2348,18-24,Americas,Desktop
2349,25-34,EMEA,Tablet
2350,55+,Americas,Tablet
2351,55+,Americas,Desktop
2352,55+,APAC,Desktop
2353,45-54,APAC,Mobile
2354,35-44,APAC,Tablet
2355,35-44,APAC,Mobile
2356,18-24,APAC,Mobile
2357,45-54,EMEA,Desktop
2358,55+,EMEA,Mobile
2359,55+,EMEA,Mobile
2360,25-34,APAC,Mobile
2361,25-34,APAC,Desktop
2362,55+,APAC,Mobile
2363,55+,EMEA,Mobile
2364,45-54,APAC,Desktop
2365,35-44,EMEA,Desktop
2366,25-34,APAC,Desktop
2367,35-44,Americas,Tablet
2368,45-54,EMEA,Desktop
2369,55+,Americas,Tablet
2370,35-44,EMEA,Desktop
2371,55+,APAC,Desktop
2372,55+,APAC,Desktop
2373,18-24,Americas,Tablet
2374,35-44,APAC,Mobile
2375,35-44,EMEA,Desktop
2376,55+,APAC,Tablet
2377,45-54,APAC,Desktop
2378,18-24,EMEA,Mobile
2379,55+,Americas,Tablet
2380,25-34,Americas,Desktop
2381,25-34,APAC,Desktop
2382,18-24,EMEA,Desktop
2383,45-54,Americas,Mobile
2384,55+,Americas,Tablet
2385,35-44,APAC,Desktop
2386,18-24,EMEA,Desktop
2387,45-54,Americas,Tablet
2388,35-44,APAC,Mobile
2389,25-34,APAC,Mobile
2390,25-34,APAC,Mobile
2391,35-44,APAC,Mobile
2392,18-24,Americas,Mobile
2393,25-34,EMEA,Desktop
2394,55+,APAC,Desktop
2395,35-44,APAC,Desktop
2396,35-44,Americas,Tablet
2397,25-34,APAC,Mobile
2398,18-24,APAC,Tablet
2399,55+,EMEA,Mobile
2400,18-24,APAC,Mobile
2401,45-54,Americas,Tablet
2402,45-54,EMEA,Desktop
2403,25-34,Americas,Tablet
2404,25-34,EMEA,Desktop
2405,25-34,EMEA,Mobile
2406,45-54,APAC,Desktop
2407,18-24,APAC,Mobile
2408,18-24,APAC,Mobile
2409,25-34,Americas,Desktop
2410,55+,APAC,Mobile
2411,18-24,APAC,Desktop
2412,45-54,EMEA,Tablet
2413,35-44,APAC,Mobile
2414,35-44,APAC,Mobile
2415,35-44,APAC,Tablet
2416,55+,APAC,Mobile
2417,25-34,EMEA,Tablet
2418,45-54,APAC,Tablet
2419,55+,EMEA,Mobile
2420,45-54,Americas,Tablet
2421,45-54,APAC,Tablet
2422,25-34,APAC,Tablet
2423,35-44,APAC,Mobile
2424,25-34,EMEA,Tablet
2425,55+,APAC,Desktop
2426,55+,APAC,Desktop
2427,55+,Americas,Tablet
2428,25-34,EMEA,Desktop
2429,45-54,EMEA,Mobile
2430,45-54,Americas,Tablet
2431,18-24,EMEA,Mobile
2432,55+,APAC,Desktop
2433,45-54,APAC,Desktop
2434,18-24,Americas,Desktop
2435,45-54,EMEA,Desktop
2436,55+,EMEA,Mobile
2437,35-44,EMEA,Tablet
2438,55+,Americas,Mobile
2439,25-34,APAC,Tablet
2440,45-54,Americas,Desktop
2441,45-54,APAC,Desktop
2442,25-34,Americas,Desktop
2443,25-34,APAC,Desktop
2444,35-44,EMEA,Mobile
2445,45-54,EMEA,Tablet
2446,45-54,EMEA,Tablet
2447,35-44,Americas,Desktop
2448,18-24,Americas,Mobile
2449,35-44,Americas,Desktop
2450,55+,EMEA,Tablet
2451,45-54,APAC,Tablet
2452,25-34,EMEA,Mobile
2453,55+,EMEA,Tablet
2454,45-54,APAC,Mobile
2455,35-44,APAC,Desktop
2456,55+,APAC,Desktop
2457,45-54,APAC,Mobile
2458,18-24,EMEA,Desktop
2459,18-24,Americas,Mobile
2460,25-34,EMEA,Desktop
2461,45-54,APAC,Desktop
2462,18-24,Americas,Tablet
2463,35-44,Americas,Tablet
2464,45-54,EMEA,Mobile
2465,35-44,EMEA,Desktop
2466,35-44,EMEA,Desktop
2467,18-24,Americas,Desktop
2468,45-54,Americas,Tablet
2469,55+,Americas,Mobile
2470,18-24,APAC,Mobile
2471,18-24,APAC,Mobile
2472,45-54,EMEA,Desktop
2473,45-54,Americas,Mobile
2474,35-44,EMEA,Tablet
2475,45-54,Americas,Tablet
2476,35-44,EMEA,Mobile
2477,18-24,APAC,Desktop
2478,25-34,Americas,Tablet
2479,55+,APAC,Tablet
2480,18-24,Americas,Desktop
2481,45-54,EMEA,Desktop
2482,55+,Americas,Mobile
2483,25-34,APAC,Tablet
2484,25-34,Americas,Tablet
2485,35-44,EMEA,Mobile
2486,55+,Americas,Mobile
2487,35-44,APAC,Tablet
2488,18-24,EMEA,Tablet
2489,55+,APAC,Desktop
2490,18-24,Americas,Desktop
2491,35-44,APAC,Tablet
2492,55+,Americas,Tablet
2493,35-44,EMEA,Desktop
2494,55+,APAC,Mobile
2495,35-44,APAC,Mobile
2496,25-34,Americas,Tablet
2497,35-44,APAC,Tablet
2498,25-34,APAC,Desktop
2499,35-44,EMEA,Tablet
2500,55+,Americas,Mobile
2501,55+,Americas,Desktop
2502,55+,EMEA,Desktop
2503,45-54,EMEA,Mobile
2504,18-24,Americas,Mobile
2505,55+,EMEA,Desktop
2506,25-34,EMEA,Tablet
2507,55+,EMEA,Mobile
2508,45-54,Americas,Desktop
2509,25-34,EMEA,Tablet
2510,45-54,APAC,Tablet
2511,25-34,APAC,Desktop
2512,35-44,Americas,Mobile
2513,18-24,EMEA,Tablet
2514,18-24,APAC,Mobile
2515,45-54,Americas,Desktop
2516,18-24,APAC,Mobile
2517,45-54,EMEA,Tablet
2518,45-54,Americas,Desktop
2519,45-54,APAC,Tablet
2520,18-24,Americas,Tablet
2521,45-54,APAC,Desktop
2522,18-24,APAC,Desktop
2523,45-54,EMEA,Mobile
2524,55+,EMEA,Desktop
2525,45-54,APAC,Mobile
2526,25-34,Americas,Desktop
2527,45-54,Americas,Tablet
2528,35-44,EMEA,Mobile
2529,45-54,APAC,Desktop
2530,25-34,EMEA,Mobile
2531,25-34,APAC,Mobile
2532,18-24,APAC,Mobile
2533,55+,EMEA,Tablet
2534,45-54,Americas,Desktop
2535,18-24,EMEA,Desktop
2536,55+,APAC,Mobile
2537,45-54,EMEA,Desktop
2538,35-44,Americas,Tablet
2539,45-54,Americas,Mobile
2540,25-34,APAC,Tablet
2541,25-34,EMEA,Tablet
2542,35-44,Americas,Desktop
2543,18-24,EMEA,Desktop
2544,55+,Americas,Mobile
2545,45-54,APAC,Tablet
2546,25-34,APAC,Desktop
2547,18-24,EMEA,Mobile
2548,35-44,APAC,Mobile
2549,25-34,Americas,Desktop
2550,35-44,APAC,Tablet
2551,45-54,Americas,Mobile
2552,55+,Americas,Desktop
2553,25-34,APAC,Mobile
2554,25-34,Americas,Desktop
2555,45-54,Americas,Mobile
2556,18-24,EMEA,Tablet
2557,55+,EMEA,Mobile
2558,25-34,EMEA,Desktop
2559,55+,APAC,Desktop
2560,25-34,EMEA,Desktop
2561,55+,Americas,Tablet
2562,35-44,APAC,Desktop
2563,25-34,APAC,Desktop
2564,55+,APAC,Tablet
2565,18-24,APAC,Desktop
2566,35-44,Americas,Desktop
2567,35-44,Americas,Tablet
2568,18-24,EMEA,Mobile
2569,55+,APAC,Desktop
2570,45-54,EMEA,Mobile
2571,18-24,Americas,Tablet
2572,55+,APAC,Desktop
2573,18-24,Americas,Desktop
2574,18-24,EMEA,Tablet
2575,25-34,Americas,Desktop
2576,55+,APAC,Mobile
2577,45-54,APAC,Mobile
2578,25-34,EMEA,Tablet
2579,18-24,APAC,Desktop
2580,18-24,Americas,Desktop
2581,18-24,Americas,Tablet
2582,55+,Americas,Mobile
2583,55+,Americas,Mobile
2584,25-34,EMEA,Tablet
2585,45-54,Americas,Desktop
2586,25-34,EMEA,Mobile
2587,35-44,Americas,Desktop
2588,18-24,EMEA,Mobile
2589,18-24,Americas,Desktop
2590,18-24,Americas,Mobile
2591,25-34,EMEA,Desktop
2592,25-34,APAC,Tablet
2593,18-24,APAC,Mobile
2594,25-34,APAC,Tablet
2595,55+,EMEA,Mobile
2596,55+,APAC,Mobile
2597,25-34,APAC,Mobile
2598,18-24,EMEA,Desktop
2599,25-34,APAC,Mobile
2600,25-34,APAC,Tablet
2601,25-34,APAC,Desktop
2602,35-44,EMEA,Desktop
2603,55+,EMEA,Mobile
2604,45-54,APAC,Desktop
2605,45-54,APAC,Mobile
2606,35-44,EMEA,Tablet
2607,25-34,APAC,Desktop
2608,35-44,EMEA,Desktop
2609,35-44,APAC,Tablet
2610,18-24,EMEA,Tablet
2611,55+,Americas,Mobile
2612,45-54,Americas,Desktop
2613,25-34,EMEA,Tablet
2614,45-54,Americas,Desktop
2615,45-54,APAC,Tablet
2616,55+,EMEA,Desktop
2617,45-54,EMEA,Tablet
2618,45-54,APAC,Desktop
2619,35-44,APAC,Mobile
2620,55+,EMEA,Desktop
2621,18-24,APAC,Mobile
2622,25-34,EMEA,Mobile
2623,45-54,APAC,Mobile
2624,25-34,EMEA,Desktop
2625,18-24,APAC,Desktop
2626,25-34,APAC,Mobile
2627,18-24,Americas,Tablet
2628,35-44,Americas,Desktop
2629,45-54,Americas,Desktop
2630,18-24,APAC,Desktop
2631,25-34,EMEA,Desktop
2632,45-54,APAC,Mobile
2633,35-44,Americas,Tablet
2634,45-54,APAC,Tablet
2635,18-24,Americas,Tablet
2636,35-44,Americas,Tablet
2637,25-34,EMEA,Mobile
2638,35-44,EMEA,Desktop
2639,35-44,Americas,Desktop
2640,55+,Americas,Mobile
2641,35-44,APAC,Desktop
2642,35-44,Americas,Mobile
2643,45-54,APAC,Tablet
2644,25-34,Americas,Mobile
2645,45-54,EMEA,Desktop
2646,45-54,EMEA,Desktop
2647,18-24,Americas,Desktop
2648,45-54,APAC,Tablet
2649,55+,APAC,Mobile
2650,55+,APAC,Mobile
2651,18-24,Americas,Desktop
2652,25-34,Americas,Mobile
2653,25-34,EMEA,Desktop
2654,45-54,EMEA,Mobile
2655,45-54,Americas,Tablet
2656,45-54,EMEA,Tablet
2657,25-34,APAC,Mobile
2658,35-44,APAC,Tablet
2659,55+,Americas,Tablet
2660,35-44,APAC,Tablet
2661,35-44,Americas,Desktop
2662,25-34,APAC,Mobile
2663,35-44,Americas,Mobile
2664,18-24,APAC,Desktop
2665,45-54,APAC,Desktop
2666,18-24,EMEA,Tablet
2667,55+,EMEA,Mobile
2668,45-54,EMEA,Desktop
2669,35-44,EMEA,Tablet
2670,55+,EMEA,Mobile
2671,45-54,EMEA,Tablet
2672,35-44,Americas,Mobile
2673,18-24,Americas,Tablet
2674,45-54,EMEA,Mobile
2675,35-44,Americas,Mobile
2676,18-24,EMEA,Mobile
2677,55+,Americas,Mobile
2678,55+,APAC,Tablet
2679,55+,Americas,Desktop
2680,55+,Americas,Mobile
2681,25-34,Americas,Mobile
2682,45-54,APAC,Mobile
2683,45-54,EMEA,Mobile
2684,25-34,Americas,Tablet
2685,35-44,Americas,Desktop
2686,35-44,APAC,Desktop
2687,55+,EMEA,Desktop
2688,18-24,Americas,Tablet
2689,35-44,APAC,Desktop
2690,18-24,EMEA,Tablet
2691,45-54,EMEA,Tablet
2692,18-24,Americas,Mobile
2693,45-54,Americas,Tablet
2694,25-34,Americas,Desktop
2695,25-34,Americas,Desktop
2696,55+,APAC,Desktop
2697,35-44,APAC,Mobile
2698,55+,Americas,Mobile
2699,45-54,EMEA,Mobile
2700,55+,Americas,Tablet
2701,18-24,EMEA,Desktop
2702,45-54,EMEA,Tablet
2703,25-34,EMEA,Tablet
2704,35-44,APAC,Desktop
2705,45-54,EMEA,Mobile
2706,45-54,EMEA,Desktop
2707,18-24,APAC,Tablet
2708,35-44,EMEA,Tablet
2709,25-34,EMEA,Mobile
2710,45-54,Americas,Tablet
2711,45-54,EMEA,Tablet
2712,18-24,EMEA,Desktop
2713,55+,EMEA,Mobile
2714,25-34,EMEA,Desktop
2715,35-44,EMEA,Desktop
2716,45-54,APAC,Desktop
2717,45-54,EMEA,Tablet
2718,25-34,EMEA,Tablet
2719,55+,APAC,Mobile
2720,45-54,APAC,Tablet
2721,25-34,EMEA,Mobile
2722,18-24,EMEA,Desktop
2723,55+,EMEA,Desktop
2724,35-44,Americas,Tablet
2725,45-54,Americas,Tablet
2726,25-34,EMEA,Mobile
2727,18-24,APAC,Tablet
2728,35-44,EMEA,Tablet
2729,25-34,APAC,Tablet
2730,25-34,APAC,Desktop
2731,35-44,APAC,Tablet
2732,18-24,EMEA,Tablet
2733,18-24,EMEA,Desktop
2734,55+,APAC,Desktop
2735,45-54,Americas,Desktop
2736,35-44,Americas,Desktop
2737,35-44,Americas,Tablet
2738,35-44,APAC,Tablet
2739,18-24,EMEA,Tablet
2740,45-54,APAC,Mobile
2741,55+,Americas,Desktop
2742,25-34,EMEA,Tablet
2743,25-34,APAC,Tablet
2744,35-44,APAC,Tablet
2745,45-54,Americas,Desktop
2746,18-24,APAC,Desktop
2747,45-54,EMEA,Desktop
2748,45-54,Americas,Tablet
2749,18-24,Americas,Desktop
2750,35-44,EMEA,Tablet
2751,45-54,Americas,Mobile
2752,25-34,APAC,Desktop
2753,18-24,APAC,Desktop
2754,55+,Americas,Tablet
2755,35-44,EMEA,Desktop
2756,18-24,APAC,Desktop
2757,55+,EMEA,Tablet
2758,55+,APAC,Tablet
2759,45-54,APAC,Tablet
2760,45-54,Americas,Mobile
2761,45-54,Americas,Tablet
2762,18-24,EMEA,Desktop
2763,18-24,Americas,Mobile
2764,35-44,APAC,Tablet
2765,45-54,APAC,Mobile
2766,55+,EMEA,Mobile
2767,25-34,EMEA,Desktop
2768,35-44,APAC,Mobile
2769,18-24,Americas,Tablet
2770,35-44,Americas,Mobile
2771,35-44,EMEA,Mobile
2772,35-44,EMEA,Desktop
2773,35-44,APAC,Desktop
2774,25-34,APAC,Tablet
2775,45-54,EMEA,Desktop
2776,55+,APAC,Tablet
2777,35-44,EMEA,Tablet
2778,35-44,EMEA,Desktop
2779,35-44,Americas,Mobile
2780,45-54,EMEA,Desktop
2781,18-24,APAC,Mobile
2782,18-24,Americas,Mobile
2783,25-34,Americas,Tablet
2784,18-24,APAC,Tablet
2785,35-44,APAC,Desktop
2786,35-44,APAC,Mobile
2787,35-44,EMEA,Desktop
2788,25-34,Americas,Tablet
2789,35-44,EMEA,Mobile
2790,18-24,EMEA,Desktop
2791,45-54,EMEA,Desktop
2792,45-54,EMEA,Tablet
2793,55+,Americas,Tablet
2794,18-24,Americas,Tablet
2795,35-44,EMEA,Tablet
2796,45-54,APAC,Desktop
2797,18-24,Americas,Tablet
2798,45-54,EMEA,Tablet
2799,35-44,APAC,Desktop
2800,45-54,APAC,Desktop
2801,55+,EMEA,Mobile
2802,55+,Americas,Desktop
2803,45-54,APAC,Mobile
2804,18-24,Americas,Tablet
2805,18-24,Americas,Mobile
2806,18-24,APAC,Mobile
2807,45-54,EMEA,Tablet
2808,18-24,APAC,Tablet
2809,35-44,APAC,Tablet
2810,55+,Americas,Mobile
2811,35-44,EMEA,Desktop
2812,18-24,Americas,Desktop
2813,35-44,APAC,Desktop
2814,18-24,EMEA,Tablet
2815,45-54,EMEA,Tablet
2816,35-44,EMEA,Desktop
2817,45-54,EMEA,Tablet
2818,45-54,EMEA,Mobile
2819,25-34,APAC,Mobile
2820,18-24,APAC,Tablet
2821,55+,APAC,Desktop
2822,18-24,Americas,Desktop
2823,55+,EMEA,Mobile
2824,18-24,EMEA,Tablet
2825,45-54,APAC,Desktop
2826,35-44,EMEA,Desktop
2827,35-44,Americas,Tablet
2828,25-34,EMEA,Tablet
2829,55+,EMEA,Desktop
2830,55+,Americas,Tablet
2831,55+,APAC,Tablet
2832,45-54,APAC,Tablet
2833,55+,EMEA,Desktop
2834,35-44,Americas,Mobile
2835,45-54,APAC,Tablet
2836,18-24,APAC,Desktop
2837,55+,APAC,Mobile
2838,55+,EMEA,Desktop
2839,18-24,Americas,Desktop
2840,55+,EMEA,Desktop
2841,18-24,APAC,Mobile
2842,45-54,Americas,Desktop
2843,35-44,EMEA,Mobile
2844,18-24,APAC,Tablet
2845,25-34,APAC,Mobile
2846,18-24,EMEA,Desktop
2847,55+,APAC,Mobile
2848,45-54,APAC,Desktop
2849,45-54,Americas,Tablet
2850,18-24,APAC,Mobile
2851,35-44,EMEA,Tablet
2852,25-34,Americas,Mobile
2853,45-54,EMEA,Desktop
2854,55+,APAC,Mobile
2855,55+,Americas,Tablet
2856,35-44,Americas,Mobile
2857,45-54,Americas,Tablet
2858,18-24,Americas,Tablet
2859,55+,EMEA,Desktop
2860,35-44,APAC,Mobile
2861,45-54,APAC,Tablet
2862,45-54,Americas,Desktop
2863,45-54,APAC,Desktop
2864,45-54,EMEA,Desktop
2865,45-54,APAC,Tablet
2866,55+,EMEA,Mobile
2867,35-44,EMEA,Tablet
2868,45-54,APAC,Desktop
2869,25-34,EMEA,Tablet
2870,25-34,EMEA,Tablet
2871,35-44,EMEA,Desktop
2872,18-24,EMEA,Mobile
2873,18-24,Americas,Desktop
2874,18-24,APAC,Desktop
2875,25-34,Americas,Tablet
2876,18-24,EMEA,Desktop
2877,55+,APAC,Tablet
2878,45-54,EMEA,Desktop
2879,25-34,APAC,Desktop
2880,35-44,Americas,Mobile
2881,35-44,APAC,Desktop
2882,45-54,EMEA,Mobile
2883,25-34,APAC,Desktop
2884,18-24,APAC,Desktop
2885,18-24,Americas,Desktop
2886,55+,EMEA,Mobile
2887,55+,APAC,Tablet
2888,18-24,Americas,Mobile
2889,35-44,APAC,Desktop
2890,35-44,EMEA,Tablet
2891,55+,APAC,Desktop
2892,45-54,APAC,Mobile
2893,18-24,APAC,Mobile
2894,55+,APAC,Tablet
2895,55+,EMEA,Mobile
2896,18-24,Americas,Desktop
2897,18-24,Americas,Tablet
2898,35-44,APAC,Desktop
2899,45-54,EMEA,Tablet
2900,45-54,EMEA,Tablet
2901,18-24,EMEA,Desktop
2902,25-34,EMEA,Mobile
2903,55+,EMEA,Desktop
2904,55+,EMEA,Mobile
2905,18-24,APAC,Mobile
2906,25-34,Americas,Desktop
2907,35-44,Americas,Tablet
2908,18-24,APAC,Desktop
2909,18-24,Americas,Tablet
2910,55+,EMEA,Mobile
2911,18-24,EMEA,Tablet
2912,18-24,Americas,Desktop
2913,18-24,EMEA,Tablet
2914,55+,EMEA,Mobile
2915,35-44,Americas,Mobile
2916,35-44,APAC,Tablet
2917,18-24,Americas,Mobile
2918,55+,Americas,Mobile
2919,35-44,Americas,Tablet
2920,35-44,Americas,Mobile
2921,35-44,APAC,Tablet
2922,55+,APAC,Tablet
2923,55+,EMEA,Mobile
2924,18-24,EMEA,Tablet
2925,45-54,Americas,Mobile
2926,35-44,EMEA,Mobile
2927,45-54,APAC,Mobile
2928,55+,EMEA,Desktop
2929,55+,EMEA,Mobile
2930,55+,EMEA,Tablet
2931,45-54,Americas,Tablet
2932,55+,EMEA,Tablet
2933,18-24,APAC,Desktop
2934,55+,APAC,Desktop
2935,25-34,APAC,Tablet
2936,45-54,APAC,Tablet
2937,25-34,EMEA,Desktop
2938,55+,Americas,Tablet
2939,18-24,APAC,Mobile
2940,35-44,APAC,Mobile
2941,55+,Americas,Tablet
2942,18-24,Americas,Mobile
2943,45-54,APAC,Tablet
2944,25-34,APAC,Desktop
2945,25-34,Americas,Tablet
2946,25-34,APAC,Desktop
2947,45-54,APAC,Mobile
2948,18-24,EMEA,Mobile
2949,45-54,Americas,Mobile
2950,25-34,EMEA,Tablet
2951,55+,EMEA,Desktop
2952,35-44,Americas,Desktop
2953,45-54,EMEA,Mobile
2954,45-54,APAC,Mobile
2955,18-24,EMEA,Desktop
2956,18-24,Americas,Tablet
2957,45-54,APAC,Mobile
2958,25-34,APAC,Tablet
2959,35-44,APAC,Mobile
2960,18-24,APAC,Mobile
2961,25-34,EMEA,Tablet
2962,55+,EMEA,Tablet
2963,18-24,APAC,Tablet
2964,25-34,Americas,Tablet
2965,25-34,APAC,Desktop
2966,35-44,EMEA,Desktop
2967,35-44,APAC,Mobile
2968,55+,EMEA,Mobile
2969,25-34,APAC,Mobile
2970,25-34,Americas,Desktop
2971,35-44,APAC,Tablet
2972,18-24,Americas,Mobile
2973,18-24,Americas,Desktop
2974,45-54,APAC,Mobile
2975,35-44,Americas,Desktop
2976,45-54,Americas,Tablet
2977,35-44,EMEA,Desktop
2978,55+,EMEA,Tablet
2979,25-34,Americas,Mobile
2980,55+,APAC,Tablet
2981,35-44,Americas,Desktop
2982,25-34,APAC,Mobile
2983,18-24,EMEA,Mobile
2984,18-24,APAC,Desktop
2985,45-54,Americas,Tablet
2986,35-44,Americas,Desktop
2987,35-44,Americas,Tablet
2988,18-24,Americas,Tablet
2989,55+,Americas,Mobile
2990,25-34,APAC,Tablet
2991,55+,Americas,Mobile
2992,55+,EMEA,Desktop
2993,18-24,Americas,Desktop
2994,18-24,APAC,Mobile
2995,18-24,Americas,Mobile
2996,45-54,Americas,Tablet
2997,55+,APAC,Mobile
2998,35-44,Americas,Desktop
2999,25-34,APAC,Mobile
3000,45-54,Americas,Mobile
3001,35-44,EMEA,Mobile
3002,55+,Americas,Tablet
3003,18-24,APAC,Mobile
3004,55+,EMEA,Tablet
3005,25-34,APAC,Tablet
3006,45-54,Americas,Mobile
3007,45-54,EMEA,Tablet
3008,25-34,APAC,Mobile
3009,35-44,EMEA,Desktop
3010,35-44,EMEA,Desktop
3011,45-54,APAC,Tablet
3012,45-54,EMEA,Desktop
3013,18-24,APAC,Mobile
3014,35-44,EMEA,Tablet
3015,25-34,EMEA,Mobile
3016,35-44,EMEA,Tablet
3017,18-24,Americas,Tablet
3018,45-54,Americas,Tablet
3019,45-54,APAC,Tablet
3020,18-24,EMEA,Desktop
3021,25-34,APAC,Desktop
3022,45-54,Americas,Desktop
3023,55+,Americas,Tablet
3024,45-54,Americas,Desktop
3025,55+,Americas,Tablet
3026,18-24,APAC,Desktop
3027,18-24,EMEA,Tablet
3028,45-54,APAC,Desktop
3029,35-44,EMEA,Desktop
3030,55+,Americas,Desktop
3031,25-34,EMEA,Tablet
3032,45-54,Americas,Tablet
3033,25-34,APAC,Desktop
3034,45-54,EMEA,Tablet
3035,35-44,APAC,Mobile
3036,35-44,Americas,Desktop
3037,35-44,APAC,Desktop
3038,35-44,Americas,Mobile
3039,18-24,Americas,Tablet
3040,18-24,Americas,Tablet
3041,55+,APAC,Tablet
3042,25-34,APAC,Desktop
3043,45-54,EMEA,Desktop
3044,45-54,EMEA,Desktop
3045,18-24,APAC,Desktop
3046,45-54,APAC,Desktop
3047,18-24,APAC,Tablet
3048,55+,APAC,Mobile
3049,25-34,Americas,Tablet
3050,55+,Americas,Tablet
3051,35-44,Americas,Desktop
3052,35-44,APAC,Mobile
3053,35-44,Americas,Mobile
3054,55+,Americas,Tablet
3055,45-54,EMEA,Mobile
3056,25-34,EMEA,Tablet
3057,35-44,Americas,Tablet
3058,35-44,Americas,Tablet
3059,35-44,Americas,Tablet
3060,25-34,APAC,Desktop
